record_type,seed,family,axis,component,level,value,class_index,f1,target_positive,predicted_positive,diagnostic
action_class,45,noise,A,joint,1,,1,0.7312231759656652,2103,1625,
action_class,45,noise,A,joint,1,,2,0.5800904977375566,1225,985,
action_class,45,noise,A,joint,1,,3,0.6124641833810889,1339,1453,
safety_diagnostic,45,noise,S,joint,1,0.3888743992799788,,,,,tie_averaged_aurc
safety_diagnostic,45,noise,S,joint,1,0.3888657607375676,,,,,canonical_stable_aurc
safety_diagnostic,45,noise,S,joint,1,0.48683568990736226,,,,,unsafe_acceptance_rate_90
safety_diagnostic,45,noise,S,joint,1,0.6553370293762156,,,,,correctness_auroc
safety_diagnostic,45,noise,S,joint,1,0.32921846458132453,,,,,ece
safety_diagnostic,45,noise,S,joint,1,0.5139346061005047,,,,,exact_set_error_rate
safety_diagnostic,45,noise,S,joint,1,0.26153846153846155,,,,,highest_confidence_decile_error_rate
safety_diagnostic,45,noise,S,joint,1,0.7582417582417582,,,,,lowest_confidence_decile_error_rate
rationale_class,45,noise,R,joint_rationale,1,,0,0.6540254895865714,1574,1643,
rationale_class,45,noise,R,joint_rationale,1,,1,0.46059544658493873,667,475,
rationale_class,45,noise,R,joint_rationale,1,,2,0.40415140415140416,941,697,
rationale_class,45,noise,R,joint_rationale,1,,3,0.5465538089480049,1083,571,
rationale_class,45,noise,R,joint_rationale,1,,4,0.3910891089108911,302,102,
rationale_class,45,noise,R,joint_rationale,1,,5,0.0,39,0,
rationale_class,45,noise,R,joint_rationale,1,,6,0.0,34,0,
rationale_class,45,noise,R,joint_rationale,1,,7,0.7083100948131623,1037,756,
rationale_class,45,noise,R,joint_rationale,1,,8,0.0,89,0,
rationale_class,45,noise,R,joint_rationale,1,,9,0.0,29,0,
rationale_class,45,noise,R,joint_rationale,1,,10,0.0,136,0,
rationale_class,45,noise,R,joint_rationale,1,,11,0.0,68,0,
rationale_class,45,noise,R,joint_rationale,1,,12,0.0,23,0,
rationale_class,45,noise,R,joint_rationale,1,,13,0.0,175,0,
rationale_class,45,noise,R,joint_rationale,1,,14,0.0,69,0,
rationale_class,45,noise,R,joint_rationale,1,,15,0.4492307692307692,860,440,
rationale_class,45,noise,R,joint_rationale,1,,16,0.3689922480620155,897,393,
rationale_class,45,noise,R,joint_rationale,1,,17,0.3756243756243756,713,288,
rationale_class,45,noise,R,joint_rationale,1,,18,0.49286936679977184,1182,571,
rationale_class,45,noise,R,joint_rationale,1,,19,0.3054003724394786,826,248,
rationale_class,45,noise,R,joint_rationale,1,,20,0.24313725490196078,403,107,
action_class,45,noise,A,action_only,2,,0,0.7935174069627852,2484,2514,
action_class,45,noise,A,action_only,2,,1,0.7584439785697648,2103,2190,
action_class,45,noise,A,action_only,2,,2,0.5328916232844297,1225,888,
action_class,45,noise,A,action_only,2,,3,0.573009791400596,1339,1010,
safety_diagnostic,45,noise,S,action_only,2,0.3739112219814119,,,,,tie_averaged_aurc
safety_diagnostic,45,noise,S,action_only,2,0.37391615755806185,,,,,canonical_stable_aurc
safety_diagnostic,45,noise,S,action_only,2,0.4951243295953194,,,,,unsafe_acceptance_rate_90
safety_diagnostic,45,noise,S,action_only,2,0.6856769875239401,,,,,correctness_auroc
safety_diagnostic,45,noise,S,action_only,2,0.3093403891952272,,,,,ece
safety_diagnostic,45,noise,S,action_only,2,0.5229317533464999,,,,,exact_set_error_rate
safety_diagnostic,45,noise,S,action_only,2,0.2175824175824176,,,,,highest_confidence_decile_error_rate
safety_diagnostic,45,noise,S,action_only,2,0.7736263736263737,,,,,lowest_confidence_decile_error_rate
action_class,45,noise,A,joint,2,,0,0.8130963517305894,2484,2861,
action_class,45,noise,A,joint,2,,1,0.7337938363443146,2103,1661,
action_class,45,noise,A,joint,2,,2,0.5797101449275363,1225,983,
action_class,45,noise,A,joint,2,,3,0.6175413371675054,1339,1443,
safety_diagnostic,45,noise,S,joint,2,0.3820895341305986,,,,,tie_averaged_aurc
safety_diagnostic,45,noise,S,joint,2,0.38209286839395906,,,,,canonical_stable_aurc
safety_diagnostic,45,noise,S,joint,2,0.4834227206240858,,,,,unsafe_acceptance_rate_90
safety_diagnostic,45,noise,S,joint,2,0.6633154938188086,,,,,correctness_auroc
safety_diagnostic,45,noise,S,joint,2,0.32634972115483785,,,,,ece
safety_diagnostic,45,noise,S,joint,2,0.5121790651744569,,,,,exact_set_error_rate
safety_diagnostic,45,noise,S,joint,2,0.2571428571428571,,,,,highest_confidence_decile_error_rate
safety_diagnostic,45,noise,S,joint,2,0.7714285714285715,,,,,lowest_confidence_decile_error_rate
rationale_class,45,noise,R,joint_rationale,2,,0,0.6502680542415642,1574,1597,
rationale_class,45,noise,R,joint_rationale,2,,1,0.4680105170902717,667,474,
rationale_class,45,noise,R,joint_rationale,2,,2,0.3967761934283943,941,672,
rationale_class,45,noise,R,joint_rationale,2,,3,0.5502392344497608,1083,589,
rationale_class,45,noise,R,joint_rationale,2,,4,0.38213399503722084,302,101,
rationale_class,45,noise,R,joint_rationale,2,,5,0.0,39,0,
rationale_class,45,noise,R,joint_rationale,2,,6,0.0,34,0,
rationale_class,45,noise,R,joint_rationale,2,,7,0.7122381477398015,1037,777,
rationale_class,45,noise,R,joint_rationale,2,,8,0.0,89,0,
rationale_class,45,noise,R,joint_rationale,2,,9,0.0,29,0,
rationale_class,45,noise,R,joint_rationale,2,,10,0.0,136,0,
rationale_class,45,noise,R,joint_rationale,2,,11,0.0,68,0,
rationale_class,45,noise,R,joint_rationale,2,,12,0.0,23,0,
rationale_class,45,noise,R,joint_rationale,2,,13,0.0,175,0,
rationale_class,45,noise,R,joint_rationale,2,,14,0.0,69,0,
rationale_class,45,noise,R,joint_rationale,2,,15,0.44702242846094353,860,433,
rationale_class,45,noise,R,joint_rationale,2,,16,0.36349453978159124,897,385,
rationale_class,45,noise,R,joint_rationale,2,,17,0.382,713,287,
rationale_class,45,noise,R,joint_rationale,2,,18,0.49574588769143507,1182,581,
rationale_class,45,noise,R,joint_rationale,2,,19,0.3036551077788191,826,241,
rationale_class,45,noise,R,joint_rationale,2,,20,0.23668639053254437,403,104,
action_class,45,noise,A,action_only,3,,0,0.7901034272966944,2484,2447,
action_class,45,noise,A,action_only,3,,1,0.7568438003220612,2103,2244,
action_class,45,noise,A,action_only,3,,2,0.5307692307692308,1225,855,
action_class,45,noise,A,action_only,3,,3,0.5688468158347676,1339,985,
safety_diagnostic,45,noise,S,action_only,3,0.3743385445737376,,,,,tie_averaged_aurc
safety_diagnostic,45,noise,S,action_only,3,0.3743465894865833,,,,,canonical_stable_aurc
safety_diagnostic,45,noise,S,action_only,3,0.492686494392979,,,,,unsafe_acceptance_rate_90
safety_diagnostic,45,noise,S,action_only,3,0.6881943436377507,,,,,correctness_auroc
safety_diagnostic,45,noise,S,action_only,3,0.3089546342693322,,,,,ece
safety_diagnostic,45,noise,S,action_only,3,0.5231511959622559,,,,,exact_set_error_rate
safety_diagnostic,45,noise,S,action_only,3,0.22197802197802197,,,,,highest_confidence_decile_error_rate
safety_diagnostic,45,noise,S,action_only,3,0.7978021978021979,,,,,lowest_confidence_decile_error_rate
action_class,45,noise,A,joint,3,,0,0.8104846313407505,2484,2819,
action_class,45,noise,A,joint,3,,1,0.736869886513592,2103,1686,
action_class,45,noise,A,joint,3,,2,0.5737556561085972,1225,985,
action_class,45,noise,A,joint,3,,3,0.6142805884463581,1339,1448,
safety_diagnostic,45,noise,S,joint,3,0.3825418112307636,,,,,tie_averaged_aurc
safety_diagnostic,45,noise,S,joint,3,0.38256060811486303,,,,,canonical_stable_aurc
safety_diagnostic,45,noise,S,joint,3,0.4870794734275963,,,,,unsafe_acceptance_rate_90
safety_diagnostic,45,noise,S,joint,3,0.6641799389612618,,,,,correctness_auroc
safety_diagnostic,45,noise,S,joint,3,0.3283887289075819,,,,,ece
safety_diagnostic,45,noise,S,joint,3,0.5150318191792846,,,,,exact_set_error_rate
safety_diagnostic,45,noise,S,joint,3,0.23956043956043957,,,,,highest_confidence_decile_error_rate
safety_diagnostic,45,noise,S,joint,3,0.7670329670329671,,,,,lowest_confidence_decile_error_rate
rationale_class,45,noise,R,joint_rationale,3,,0,0.6524642289348171,1574,1571,
rationale_class,45,noise,R,joint_rationale,3,,1,0.46459412780656306,667,491,
rationale_class,45,noise,R,joint_rationale,3,,2,0.39570164348925413,941,641,
rationale_class,45,noise,R,joint_rationale,3,,3,0.555952380952381,1083,597,
rationale_class,45,noise,R,joint_rationale,3,,4,0.37593984962406013,302,97,
rationale_class,45,noise,R,joint_rationale,3,,5,0.0,39,0,
rationale_class,45,noise,R,joint_rationale,3,,6,0.0,34,0,
rationale_class,45,noise,R,joint_rationale,3,,7,0.7135788894997251,1037,782,
rationale_class,45,noise,R,joint_rationale,3,,8,0.0,89,0,
rationale_class,45,noise,R,joint_rationale,3,,9,0.0,29,0,
rationale_class,45,noise,R,joint_rationale,3,,10,0.0,136,0,
rationale_class,45,noise,R,joint_rationale,3,,11,0.0,68,0,
rationale_class,45,noise,R,joint_rationale,3,,12,0.0,23,0,
rationale_class,45,noise,R,joint_rationale,3,,13,0.0,175,0,
rationale_class,45,noise,R,joint_rationale,3,,14,0.0,69,0,
rationale_class,45,noise,R,joint_rationale,3,,15,0.4411764705882353,860,432,
rationale_class,45,noise,R,joint_rationale,3,,16,0.36606441476826396,897,376,
rationale_class,45,noise,R,joint_rationale,3,,17,0.38492063492063494,713,295,
rationale_class,45,noise,R,joint_rationale,3,,18,0.4906089926010245,1182,575,
rationale_class,45,noise,R,joint_rationale,3,,19,0.291151284490961,826,225,
rationale_class,45,noise,R,joint_rationale,3,,20,0.2559055118110236,403,105,
action_class,45,noise,A,action_only,4,,0,0.7828045035823951,2484,2401,
action_class,45,noise,A,action_only,4,,1,0.7552607502287283,2103,2269,
action_class,45,noise,A,action_only,4,,2,0.5318532818532818,1225,847,
action_class,45,noise,A,action_only,4,,3,0.5605928509154315,1339,955,
safety_diagnostic,45,noise,S,action_only,4,0.37303507195945174,,,,,tie_averaged_aurc
safety_diagnostic,45,noise,S,action_only,4,0.3730353188624705,,,,,canonical_stable_aurc
safety_diagnostic,45,noise,S,action_only,4,0.4904924427108727,,,,,unsafe_acceptance_rate_90
safety_diagnostic,45,noise,S,action_only,4,0.6908303196149645,,,,,correctness_auroc
safety_diagnostic,45,noise,S,action_only,4,0.30626230752995287,,,,,ece
safety_diagnostic,45,noise,S,action_only,4,0.521615097651964,,,,,exact_set_error_rate
safety_diagnostic,45,noise,S,action_only,4,0.23076923076923078,,,,,highest_confidence_decile_error_rate
safety_diagnostic,45,noise,S,action_only,4,0.8021978021978022,,,,,lowest_confidence_decile_error_rate
action_class,45,noise,A,joint,4,,0,0.8090185676392573,2484,2794,
action_class,45,noise,A,joint,4,,1,0.7347473160513224,2103,1716,
action_class,45,noise,A,joint,4,,2,0.570649704679691,1225,976,
action_class,45,noise,A,joint,4,,3,0.613768115942029,1339,1421,
safety_diagnostic,45,noise,S,joint,4,0.3776363068597058,,,,,tie_averaged_aurc
safety_diagnostic,45,noise,S,joint,4,0.37764539147423654,,,,,canonical_stable_aurc
safety_diagnostic,45,noise,S,joint,4,0.48488542174549,,,,,unsafe_acceptance_rate_90
safety_diagnostic,45,noise,S,joint,4,0.6700151636599593,,,,,correctness_auroc
safety_diagnostic,45,noise,S,joint,4,0.32550042896081066,,,,,ece
safety_diagnostic,45,noise,S,joint,4,0.5141540487162607,,,,,exact_set_error_rate
safety_diagnostic,45,noise,S,joint,4,0.23076923076923078,,,,,highest_confidence_decile_error_rate
safety_diagnostic,45,noise,S,joint,4,0.778021978021978,,,,,lowest_confidence_decile_error_rate
rationale_class,45,noise,R,joint_rationale,4,,0,0.6487187804086928,1574,1509,
rationale_class,45,noise,R,joint_rationale,4,,1,0.4631217838765009,667,499,
rationale_class,45,noise,R,joint_rationale,4,,2,0.3816300129366106,941,605,
rationale_class,45,noise,R,joint_rationale,4,,3,0.5574543311726576,1083,614,
rationale_class,45,noise,R,joint_rationale,4,,4,0.38287153652392947,302,95,
rationale_class,45,noise,R,joint_rationale,4,,5,0.0,39,0,
rationale_class,45,noise,R,joint_rationale,4,,6,0.0,34,0,
rationale_class,45,noise,R,joint_rationale,4,,7,0.7083333333333334,1037,787,
rationale_class,45,noise,R,joint_rationale,4,,8,0.0,89,0,
rationale_class,45,noise,R,joint_rationale,4,,9,0.0,29,0,
rationale_class,45,noise,R,joint_rationale,4,,10,0.0,136,0,
rationale_class,45,noise,R,joint_rationale,4,,11,0.0,68,0,
rationale_class,45,noise,R,joint_rationale,4,,12,0.0,23,0,
rationale_class,45,noise,R,joint_rationale,4,,13,0.0,175,0,
rationale_class,45,noise,R,joint_rationale,4,,14,0.0,69,0,
rationale_class,45,noise,R,joint_rationale,4,,15,0.4458204334365325,860,432,
rationale_class,45,noise,R,joint_rationale,4,,16,0.35974643423137875,897,365,
rationale_class,45,noise,R,joint_rationale,4,,17,0.38976377952755903,713,303,
rationale_class,45,noise,R,joint_rationale,4,,18,0.48377916903813317,1182,575,
rationale_class,45,noise,R,joint_rationale,4,,19,0.2763915547024952,826,216,
rationale_class,45,noise,R,joint_rationale,4,,20,0.2445759368836292,403,104,
primary_curve,46,brightness,A,action_only,0,0.6836639955213245,,,,,
primary_curve,46,brightness,A,action_only,1,0.6807168927319239,,,,,
primary_curve,46,brightness,A,action_only,2,0.6824072276583888,,,,,
primary_curve,46,brightness,A,action_only,3,0.6822136755471533,,,,,
primary_curve,46,brightness,A,action_only,4,0.6803717652058274,,,,,
primary_curve,46,brightness,A,joint,0,0.6824921978165104,,,,,
primary_curve,46,brightness,A,joint,1,0.6828281431343706,,,,,
primary_curve,46,brightness,A,joint,2,0.6822809376475328,,,,,
primary_curve,46,brightness,A,joint,3,0.6856392577841062,,,,,
primary_curve,46,brightness,A,joint,4,0.6842867487015295,,,,,
primary_curve,46,blur,A,action_only,0,0.6836639955213245,,,,,
primary_curve,46,blur,A,action_only,1,0.6843600038448729,,,,,
primary_curve,46,blur,A,action_only,2,0.682280904914546,,,,,
primary_curve,46,blur,A,action_only,3,0.6784448064212277,,,,,
primary_curve,46,blur,A,action_only,4,0.6709108369870138,,,,,
primary_curve,46,blur,A,joint,0,0.6824921978165104,,,,,
primary_curve,46,blur,A,joint,1,0.6830139555069599,,,,,
primary_curve,46,blur,A,joint,2,0.6800178213258915,,,,,
primary_curve,46,blur,A,joint,3,0.6747249561141029,,,,,
primary_curve,46,blur,A,joint,4,0.657921948778162,,,,,
primary_curve,46,noise,A,action_only,0,0.6836639955213245,,,,,
primary_curve,46,noise,A,action_only,1,0.6803753919379175,,,,,
primary_curve,46,noise,A,action_only,2,0.6821589883010654,,,,,
primary_curve,46,noise,A,action_only,3,0.6801977328693178,,,,,
primary_curve,46,noise,A,action_only,4,0.6791420845006501,,,,,
primary_curve,46,noise,A,joint,0,0.6824921978165104,,,,,
primary_curve,46,noise,A,joint,1,0.6826755358028718,,,,,
primary_curve,46,noise,A,joint,2,0.6845129167254456,,,,,
primary_curve,46,noise,A,joint,3,0.6850342612977071,,,,,
primary_curve,46,noise,A,joint,4,0.6873700946072366,,,,,
primary_curve,46,brightness,R,joint_rationale,0,0.24582372499885144,,,,,
primary_curve,46,brightness,R,joint_rationale,1,0.24637005336181309,,,,,
primary_curve,46,brightness,R,joint_rationale,2,0.24602778766834815,,,,,
primary_curve,46,brightness,R,joint_rationale,3,0.24568954458920475,,,,,
primary_curve,46,brightness,R,joint_rationale,4,0.24333894145105917,,,,,
primary_curve,46,blur,R,joint_rationale,0,0.24582372499885144,,,,,
primary_curve,46,blur,R,joint_rationale,1,0.24662560364724206,,,,,
primary_curve,46,blur,R,joint_rationale,2,0.24648110054152703,,,,,
primary_curve,46,blur,R,joint_rationale,3,0.24635775725032583,,,,,
primary_curve,46,blur,R,joint_rationale,4,0.2422731876806049,,,,,
primary_curve,46,noise,R,joint_rationale,0,0.24582372499885144,,,,,
primary_curve,46,noise,R,joint_rationale,1,0.24523828470952505,,,,,
primary_curve,46,noise,R,joint_rationale,2,0.24440140974205307,,,,,
primary_curve,46,noise,R,joint_rationale,3,0.24531839812982992,,,,,
primary_curve,46,noise,R,joint_rationale,4,0.24394547884730847,,,,,
primary_curve,46,brightness,S,action_only,0,0.3858869427116967,,,,,
primary_curve,46,brightness,S,action_only,1,0.3899656167836135,,,,,
primary_curve,46,brightness,S,action_only,2,0.3851834397383378,,,,,
primary_curve,46,brightness,S,action_only,3,0.3907757435321648,,,,,
primary_curve,46,brightness,S,action_only,4,0.4010187240146354,,,,,
primary_curve,46,brightness,S,joint,0,0.3408574634717932,,,,,
primary_curve,46,brightness,S,joint,1,0.3411949371067151,,,,,
primary_curve,46,brightness,S,joint,2,0.34212818277778634,,,,,
primary_curve,46,brightness,S,joint,3,0.3419022019182257,,,,,
primary_curve,46,brightness,S,joint,4,0.34471917791267115,,,,,
primary_curve,46,blur,S,action_only,0,0.3858869427116967,,,,,
primary_curve,46,blur,S,action_only,1,0.38669942416721764,,,,,
primary_curve,46,blur,S,action_only,2,0.3870861355959518,,,,,
primary_curve,46,blur,S,action_only,3,0.39463066725132867,,,,,
primary_curve,46,blur,S,action_only,4,0.396920599279808,,,,,
primary_curve,46,blur,S,joint,0,0.3408574634717932,,,,,
primary_curve,46,blur,S,joint,1,0.34007904648418474,,,,,
primary_curve,46,blur,S,joint,2,0.3432647043326899,,,,,
primary_curve,46,blur,S,joint,3,0.3446265739232949,,,,,
primary_curve,46,blur,S,joint,4,0.3567003870395769,,,,,
primary_curve,46,noise,S,action_only,0,0.3858869427116967,,,,,
primary_curve,46,noise,S,action_only,1,0.3862148197430918,,,,,
primary_curve,46,noise,S,action_only,2,0.37753665716996726,,,,,
primary_curve,46,noise,S,action_only,3,0.37602915244593565,,,,,
primary_curve,46,noise,S,action_only,4,0.3791557877616641,,,,,
primary_curve,46,noise,S,joint,0,0.3408574634717932,,,,,
primary_curve,46,noise,S,joint,1,0.3396186882408591,,,,,
primary_curve,46,noise,S,joint,2,0.34077375100624174,,,,,
primary_curve,46,noise,S,joint,3,0.3386032875708602,,,,,
primary_curve,46,noise,S,joint,4,0.3367399081860301,,,,,
primary_curve,46,brightness,C1,action_only_flip,0,0.0,,,,,
primary_curve,46,brightness,C1,action_only_flip,1,0.06363835856923415,,,,,
primary_curve,46,brightness,C1,action_only_flip,2,0.09589642308536318,,,,,
primary_curve,46,brightness,C1,action_only_flip,3,0.15426815887645381,,,,,
primary_curve,46,brightness,C1,action_only_flip,4,0.18520956769804697,,,,,
primary_curve,46,brightness,C1,joint_flip,0,0.0,,,,,
primary_curve,46,brightness,C1,joint_flip,1,0.032696949747640994,,,,,
primary_curve,46,brightness,C1,joint_flip,2,0.05069124423963134,,,,,
primary_curve,46,brightness,C1,joint_flip,3,0.0858020627605881,,,,,
primary_curve,46,brightness,C1,joint_flip,4,0.11652402896642527,,,,,
primary_curve,46,brightness,C1,joint_rationale_jaccard,0,1.0,,,,,
primary_curve,46,brightness,C1,joint_rationale_jaccard,1,0.9669226830517152,,,,,
primary_curve,46,brightness,C1,joint_rationale_jaccard,2,0.9453514739229028,,,,,
primary_curve,46,brightness,C1,joint_rationale_jaccard,3,0.9110269914417388,,,,,
primary_curve,46,brightness,C1,joint_rationale_jaccard,4,0.8805208104747282,,,,,
primary_curve,46,blur,C1,action_only_flip,0,0.0,,,,,
primary_curve,46,blur,C1,action_only_flip,1,0.04542462146148782,,,,,
primary_curve,46,blur,C1,action_only_flip,2,0.12332675005486066,,,,,
primary_curve,46,blur,C1,action_only_flip,3,0.18499012508229098,,,,,
primary_curve,46,blur,C1,action_only_flip,4,0.24753127057274524,,,,,
primary_curve,46,blur,C1,joint_flip,0,0.0,,,,,
primary_curve,46,blur,C1,joint_flip,1,0.026113671274961597,,,,,
primary_curve,46,blur,C1,joint_flip,2,0.08009655475093264,,,,,
primary_curve,46,blur,C1,joint_flip,3,0.12530173359666447,,,,,
primary_curve,46,blur,C1,joint_flip,4,0.17423743691024798,,,,,
primary_curve,46,blur,C1,joint_rationale_jaccard,0,1.0,,,,,
primary_curve,46,blur,C1,joint_rationale_jaccard,1,0.9767463974837246,,,,,
primary_curve,46,blur,C1,joint_rationale_jaccard,2,0.9232170287469832,,,,,
primary_curve,46,blur,C1,joint_rationale_jaccard,3,0.8633859995611153,,,,,
primary_curve,46,blur,C1,joint_rationale_jaccard,4,0.8036354326676914,,,,,
primary_curve,46,noise,C1,action_only_flip,0,0.0,,,,,
primary_curve,46,noise,C1,action_only_flip,1,0.07087996488918148,,,,,
primary_curve,46,noise,C1,action_only_flip,2,0.1152073732718894,,,,,
primary_curve,46,noise,C1,action_only_flip,3,0.14834320825104236,,,,,
primary_curve,46,noise,C1,action_only_flip,4,0.1806012727671714,,,,,
primary_curve,46,noise,C1,joint_flip,0,0.0,,,,,
primary_curve,46,noise,C1,joint_flip,1,0.04608294930875576,,,,,
primary_curve,46,noise,C1,joint_flip,2,0.06824665350010972,,,,,
primary_curve,46,noise,C1,joint_flip,3,0.08777704630239193,,,,,
primary_curve,46,noise,C1,joint_flip,4,0.10994075049374588,,,,,
primary_curve,46,noise,C1,joint_rationale_jaccard,0,1.0,,,,,
primary_curve,46,noise,C1,joint_rationale_jaccard,1,0.9606356521103065,,,,,
primary_curve,46,noise,C1,joint_rationale_jaccard,2,0.9396423085363179,,,,,
primary_curve,46,noise,C1,joint_rationale_jaccard,3,0.9200607124570259,,,,,
primary_curve,46,noise,C1,joint_rationale_jaccard,4,0.9000438885231518,,,,,
action_class,46,brightness,A,action_only,0,,0,0.8010154266744777,2484,2637,
action_class,46,brightness,A,action_only,0,,1,0.7534246575342466,2103,1985,
action_class,46,brightness,A,action_only,0,,2,0.5829991980753809,1225,1269,
action_class,46,brightness,A,action_only,0,,3,0.5972166998011929,1339,1176,
safety_diagnostic,46,brightness,S,action_only,0,0.3858869427116967,,,,,tie_averaged_aurc
safety_diagnostic,46,brightness,S,action_only,0,0.38590374051112847,,,,,canonical_stable_aurc
safety_diagnostic,46,brightness,S,action_only,0,0.48659190638712824,,,,,unsafe_acceptance_rate_90
safety_diagnostic,46,brightness,S,action_only,0,0.6703146724363684,,,,,correctness_auroc
safety_diagnostic,46,brightness,S,action_only,0,0.32320952659117813,,,,,ece
safety_diagnostic,46,brightness,S,action_only,0,0.5167873601053324,,,,,exact_set_error_rate
safety_diagnostic,46,brightness,S,action_only,0,0.25274725274725274,,,,,highest_confidence_decile_error_rate
safety_diagnostic,46,brightness,S,action_only,0,0.789010989010989,,,,,lowest_confidence_decile_error_rate
action_class,46,brightness,A,joint,0,,0,0.8140527950310559,2484,2668,
action_class,46,brightness,A,joint,0,,1,0.7587952417109592,2103,1848,
action_class,46,brightness,A,joint,0,,2,0.546692607003891,1225,831,
action_class,46,brightness,A,joint,0,,3,0.6104281475201356,1339,1020,
safety_diagnostic,46,brightness,S,joint,0,0.3408574634717932,,,,,tie_averaged_aurc
safety_diagnostic,46,brightness,S,joint,0,0.3408557621801786,,,,,canonical_stable_aurc
safety_diagnostic,46,brightness,S,joint,0,0.4500243783520234,,,,,unsafe_acceptance_rate_90
safety_diagnostic,46,brightness,S,joint,0,0.6744021122794566,,,,,correctness_auroc
safety_diagnostic,46,brightness,S,joint,0,0.2843486672811002,,,,,ece
safety_diagnostic,46,brightness,S,joint,0,0.48211542681588765,,,,,exact_set_error_rate
safety_diagnostic,46,brightness,S,joint,0,0.2,,,,,highest_confidence_decile_error_rate
safety_diagnostic,46,brightness,S,joint,0,0.7714285714285715,,,,,lowest_confidence_decile_error_rate
rationale_class,46,brightness,R,joint_rationale,0,,0,0.6333109469442579,1574,1404,
rationale_class,46,brightness,R,joint_rationale,0,,1,0.4578096947935368,667,447,
rationale_class,46,brightness,R,joint_rationale,0,,2,0.2946357085668535,941,308,
rationale_class,46,brightness,R,joint_rationale,0,,3,0.6072210065645515,1083,745,
rationale_class,46,brightness,R,joint_rationale,0,,4,0.4339622641509434,302,122,
rationale_class,46,brightness,R,joint_rationale,0,,5,0.0,39,0,
rationale_class,46,brightness,R,joint_rationale,0,,6,0.0,34,0,
rationale_class,46,brightness,R,joint_rationale,0,,7,0.7137210615471485,1037,734,
rationale_class,46,brightness,R,joint_rationale,0,,8,0.0,89,0,
rationale_class,46,brightness,R,joint_rationale,0,,9,0.0,29,0,
rationale_class,46,brightness,R,joint_rationale,0,,10,0.0,136,0,
rationale_class,46,brightness,R,joint_rationale,0,,11,0.0,68,0,
rationale_class,46,brightness,R,joint_rationale,0,,12,0.0,23,0,
rationale_class,46,brightness,R,joint_rationale,0,,13,0.0,175,0,
rationale_class,46,brightness,R,joint_rationale,0,,14,0.0,69,0,
rationale_class,46,brightness,R,joint_rationale,0,,15,0.42165709598031176,860,359,
rationale_class,46,brightness,R,joint_rationale,0,,16,0.3278955954323002,897,329,
rationale_class,46,brightness,R,joint_rationale,0,,17,0.27729257641921395,713,203,
rationale_class,46,brightness,R,joint_rationale,0,,18,0.5993330157217722,1182,917,
rationale_class,46,brightness,R,joint_rationale,0,,19,0.1643835616438356,826,123,
rationale_class,46,brightness,R,joint_rationale,0,,20,0.23107569721115537,403,99,
action_class,46,brightness,A,action_only,1,,0,0.7973317637826173,2484,2613,
action_class,46,brightness,A,action_only,1,,1,0.7542662116040956,2103,1999,
action_class,46,brightness,A,action_only,1,,2,0.5751004016064257,1225,1265,
action_class,46,brightness,A,action_only,1,,3,0.596169193934557,1339,1167,
safety_diagnostic,46,brightness,S,action_only,1,0.3899656167836135,,,,,tie_averaged_aurc
safety_diagnostic,46,brightness,S,action_only,1,0.38998002468048576,,,,,canonical_stable_aurc
safety_diagnostic,46,brightness,S,action_only,1,0.4909800097513408,,,,,unsafe_acceptance_rate_90
safety_diagnostic,46,brightness,S,action_only,1,0.6700085834657132,,,,,correctness_auroc
safety_diagnostic,46,brightness,S,action_only,1,0.32670544923010725,,,,,ece
safety_diagnostic,46,brightness,S,action_only,1,0.521395655036208,,,,,exact_set_error_rate
safety_diagnostic,46,brightness,S,action_only,1,0.2571428571428571,,,,,highest_confidence_decile_error_rate
safety_diagnostic,46,brightness,S,action_only,1,0.7956043956043956,,,,,lowest_confidence_decile_error_rate
action_class,46,brightness,A,joint,1,,0,0.8144550223431125,2484,2663,
action_class,46,brightness,A,joint,1,,1,0.7607269056032306,2103,1859,
action_class,46,brightness,A,joint,1,,2,0.545631067961165,1225,835,
action_class,46,brightness,A,joint,1,,3,0.6104995766299746,1339,1023,
safety_diagnostic,46,brightness,S,joint,1,0.3411949371067151,,,,,tie_averaged_aurc
safety_diagnostic,46,brightness,S,joint,1,0.34120973863778303,,,,,canonical_stable_aurc
safety_diagnostic,46,brightness,S,joint,1,0.4500243783520234,,,,,unsafe_acceptance_rate_90
safety_diagnostic,46,brightness,S,joint,1,0.6749754399119655,,,,,correctness_auroc
safety_diagnostic,46,brightness,S,joint,1,0.28485132708960575,,,,,ece
safety_diagnostic,46,brightness,S,joint,1,0.4825543120473996,,,,,exact_set_error_rate
safety_diagnostic,46,brightness,S,joint,1,0.1956043956043956,,,,,highest_confidence_decile_error_rate
safety_diagnostic,46,brightness,S,joint,1,0.7758241758241758,,,,,lowest_confidence_decile_error_rate
rationale_class,46,brightness,R,joint_rationale,1,,0,0.6362722091853839,1574,1409,
rationale_class,46,brightness,R,joint_rationale,1,,1,0.45601436265709155,667,447,
rationale_class,46,brightness,R,joint_rationale,1,,2,0.3013481363996828,941,320,
rationale_class,46,brightness,R,joint_rationale,1,,3,0.6153846153846154,1083,763,
rationale_class,46,brightness,R,joint_rationale,1,,4,0.4302600472813239,302,121,
rationale_class,46,brightness,R,joint_rationale,1,,5,0.0,39,0,
rationale_class,46,brightness,R,joint_rationale,1,,6,0.0,34,0,
